# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 21 15:52:05 2018
#
# CONSTRAINT:  where (pl_orbsmax <= 0.2
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_orbsmax desc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
156,GJ 876,c,Radial Velocity,4,30.08810000,0.00820000,-0.00820000,0,0.129590,0.000024,-0.000024,0,0.255910,0.000930,-0.000930,0,59.000,,,0,0.71420,0.00390,-0.00390,0,Mass,,,,,,,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.70,0.05,-0.05,0,10.191,0.015,0,V (Johnson),8.702,,0,,,,0,0.32,0.03,-0.03,0,0.30,,,0,2014-08-27,Multiple Observatories
1800,Kepler-153,b,Transit,2,18.87022700,0.00003900,-0.00003900,0,0.129000,,,0,,,,,,,,,,,,,,0.261,0.157,-0.157,0,,,,,0,1,0,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,,,,,14.262,,0,Kepler-band,,,,5404.00,200.00,-200.00,0,,,,,0.89,0.54,-0.54,0,2014-05-14,Kepler
269,HD 10180,d,Radial Velocity,6,16.35700000,0.00380000,-0.00380000,0,0.128590,0.002020,-0.002020,0,0.131000,0.052000,-0.052000,0,,,,,0.03780,0.00220,-0.00220,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.10,-1.10,0,7.321,0.010,0,V (Johnson),7.140,,0,5911.00,19.00,-19.00,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,2015-06-25,La Silla Observatory
2520,Kepler-36,c,Transit,2,16.23855000,0.00038000,-0.00054000,0,0.128300,0.001600,-0.001600,0,0.033000,,,1,89.980,0.540,-0.530,0,0.02500,0.00200,-0.00100,0,Mass,0.328,0.005,-0.005,0,0.89000,0.07000,-0.05000,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,11.866,,0,Kepler-band,,,,5911.00,66.00,-66.00,0,1.07,0.04,-0.04,0,1.63,0.02,-0.02,0,2014-05-14,Kepler
3171,Kepler-81,d,Transit,3,20.83784600,0.00018100,-0.00018100,0,0.128000,,,0,,,,,,,,,,,,,,0.108,0.024,-0.024,0,,,,,0,1,0,1,19h34m32.87s,293.636950,+42d49m29.9s,42.824970,,,,,15.019,,0,Kepler-band,,,,4500.00,116.00,-116.00,0,0.64,0.38,-0.23,0,0.59,0.03,-0.03,0,2014-05-14,Kepler
2475,Kepler-342,b,Transit,4,15.17031800,0.00005900,-0.00005900,0,0.128000,,,0,,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,0,1,0,1,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,,,,,13.147,,0,Kepler-band,,,,6175.00,100.00,-100.00,0,1.13,,,0,1.47,0.26,-0.26,0,2014-05-14,Kepler
2038,Kepler-191,c,Transit,3,17.73850600,0.00008200,-0.00008200,0,0.128000,,,0,,,,,,,,,,,,,,0.166,0.082,-0.082,0,,,,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,,,,14.808,,0,Kepler-band,,,,5282.00,200.00,-200.00,0,0.85,,,0,0.79,0.39,-0.39,0,2014-05-14,Kepler
2580,Kepler-385,c,Transit,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,,,,,15.212,,0,Kepler-band,,,,6326.00,250.00,-250.00,0,1.09,,,0,1.13,0.56,-0.56,0,2014-05-14,Kepler
2255,Kepler-265,c,Transit,4,17.02893700,0.00013600,-0.00013600,0,0.127000,,,0,,,,,,,,,,,,,,0.235,0.049,-0.049,0,,,,,0,1,0,1,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,,,,,15.381,,0,Kepler-band,,,,5835.00,118.00,-118.00,0,1.03,,,0,1.10,0.23,-0.23,0,2014-05-14,Kepler
2213,Kepler-250,d,Transit,3,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,,,,,,,,,,,,,,0.194,0.112,-0.112,0,,,,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,15.460,,0,Kepler-band,,,,5160.00,200.00,-200.00,0,0.80,,,0,0.81,0.46,-0.46,0,2014-05-14,Kepler
1672,Kepler-143,b,Transit,2,16.00758300,0.00009300,-0.00009300,0,0.127000,,,0,,,,,,,,,,,,,,0.215,0.054,-0.054,0,,,,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,,,,,13.770,,0,Kepler-band,,,,5848.00,168.00,-168.00,0,,,,,1.36,0.32,-0.32,0,2014-05-14,Kepler
1621,Kepler-139,b,Transit,2,15.77104400,0.00003700,-0.00003700,0,0.127000,,,0,,,,,,,,,,,,,,0.262,0.051,-0.051,0,,,,,0,1,0,1,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,,,,,12.701,,0,Kepler-band,,,,5594.00,100.00,-100.00,0,1.08,,,0,1.30,0.25,-0.25,0,2014-05-14,Kepler
124,GJ 3323,c,Radial Velocity,2,40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,0.170000,0.210000,-0.120000,0,,,,,0.00727,0.00157,-0.00154,0,Msini,,,,,,,,,0,0,0,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,0.04,-0.04,0,12.220,,0,V (Johnson),,,,3159.00,49.00,-49.00,0,0.16,,,0,0.12,0.03,-0.03,0,2017-03-30,La Silla Observatory
2821,Kepler-54,d,Transit,3,20.99569400,0.00014300,-0.00014300,0,0.126000,,,0,,,,,,,,,,,,,,0.136,0.007,-0.007,0,,,,,1,1,0,1,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,,,,15.847,,0,Kepler-band,,,,4252.00,100.00,-100.00,0,0.51,,,0,0.55,0.02,-0.02,0,2014-05-14,Kepler
2554,Kepler-373,c,Transit,2,16.72594800,0.00022700,-0.00022700,0,0.126000,,,0,,,,,,,,,,,,,,0.111,0.055,-0.055,0,,,,,0,1,0,1,19h17m33.12s,289.387993,+50d35m49.4s,50.597050,,,,,14.514,,0,Kepler-band,,,,5787.00,200.00,-200.00,0,0.87,,,0,0.84,0.42,-0.42,0,2014-05-14,Kepler
108,GJ 163,c,Radial Velocity,3,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.099000,0.086000,-0.086000,0,,,,,0.02140,0.00283,-0.00283,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.810,0.014,0,V (Johnson),10.492,,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,2017-01-26,La Silla Observatory
2393,Kepler-313,b,Transit,2,14.97041800,0.00011400,-0.00011400,0,0.125000,,,0,,,,,,,,,,,,,,0.226,0.028,-0.028,0,,,,,0,1,0,1,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,,,,,14.167,,0,Kepler-band,,,,5727.00,100.00,-100.00,0,0.90,,,0,1.54,0.16,-0.16,0,2014-05-14,Kepler
1462,Kepler-127,b,Transit,3,14.43588900,0.00006300,-0.00006300,0,0.125000,,,0,,,,,,,,,,,,,,0.125,0.004,-0.004,0,,,,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,,,,,11.485,,0,Kepler-band,,,,6106.00,106.00,-106.00,0,,,,,1.36,0.04,-0.04,0,2014-05-14,Kepler
564,HD 27894,b,Radial Velocity,3,18.02000000,0.01000000,-0.02000000,0,0.125000,0.000100,-0.000100,0,0.047000,0.012000,-0.008000,0,,,,,0.66500,0.00900,-0.00700,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,42.37,1.57,-1.70,0,9.349,0.021,0,V (Johnson),,,,,,,,0.80,,,0,,,,,2017-06-15,La Silla Observatory
141,GJ 667 C,c,Radial Velocity,5,28.14000000,0.05300000,-0.06500000,0,0.125000,0.012000,-0.013000,0,0.020000,0.150000,-0.020000,0,,,,,0.01200,0.00500,-0.00400,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,,,0,10.220,0.100,0,V (Johnson),,,,3350.00,50.00,-50.00,0,0.33,0.02,-0.02,0,,,,,2014-05-14,La Silla Observatory
2597,Kepler-393,c,Transit,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,,,,,13.223,,0,Kepler-band,,,,6189.00,100.00,-100.00,0,1.32,,,0,1.38,0.26,-0.26,0,2014-05-14,Kepler
2195,Kepler-245,c,Transit,4,17.46081200,0.00007600,-0.00007600,0,0.124000,,,0,,,,,,,,,,,,,,0.194,0.015,-0.015,0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,15.599,,0,Kepler-band,,,,5100.00,100.00,-100.00,0,0.80,,,0,0.80,0.05,-0.05,0,2014-05-14,Kepler
2153,Kepler-23,d,Transit,3,15.27429900,0.00010400,-0.00010400,0,0.124000,,,0,,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800.00,,,0,13.438,,0,Kepler-band,,,,5828.00,100.00,-100.00,0,1.11,0.09,-0.12,0,1.55,0.05,-0.05,0,2014-05-14,Kepler
2137,Kepler-224,e,Transit,4,18.64357700,0.00008700,-0.00008700,0,0.124000,,,0,,,,,,,,,,,,,,0.176,0.013,-0.013,0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,15.644,,0,Kepler-band,,,,5018.00,100.00,-100.00,0,0.74,,,0,0.68,0.04,-0.04,0,2014-05-14,Kepler
1788,Kepler-152,b,Transit,2,18.20797300,0.00002300,-0.00002300,0,0.124000,,,0,,,,,,,,,,,,,,0.249,0.015,-0.015,0,,,,,0,1,0,1,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,,,,,14.290,,0,Kepler-band,,,,5088.00,100.00,-100.00,0,,,,,0.72,0.04,-0.04,0,2014-05-14,Kepler
2380,Kepler-308,c,Transit,2,15.38231000,0.00017100,-0.00017100,0,0.123000,,,0,,,,,,,,,,,,,,0.193,0.093,-0.093,0,,,,,0,1,0,1,19h43m08.44s,295.785154,+40d26m22.4s,40.439550,,,,,15.809,,0,Kepler-band,,,,5895.00,200.00,-200.00,0,,,,,0.94,0.45,-0.45,0,2014-05-14,Kepler
2204,Kepler-248,c,Transit,2,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,,,,,,,,,,,,,,0.363,0.044,-0.044,0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,15.258,,0,Kepler-band,,,,5190.00,161.00,-161.00,0,,,,,0.83,0.10,-0.10,0,2014-05-14,Kepler
1201,Kepler-107,e,Transit,4,14.74904900,0.00003400,-0.00003400,0,0.123000,,,0,,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,,,,12.487,,0,Kepler-band,,,,5851.00,75.00,-75.00,0,,,,,1.41,0.05,-0.05,0,2014-05-14,Kepler
847,K2-16,c,Transit,2,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,,,,,87.830,1.680,-1.680,0,,,,,,0.227,0.100,-0.042,0,,,,,0,0,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,,,,,14.670,0.040,0,V (Johnson),,,,4742.00,60.00,-60.00,0,0.68,0.03,-0.03,0,0.66,0.03,-0.03,0,2016-07-07,K2
2637,Kepler-410 A,b,Transit,1,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,0.170000,0.100000,-0.050000,0,87.720,0.130,-0.150,0,,,,,,0.253,0.005,-0.005,0,,,,,1,1,0,2,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132.00,6.90,-6.90,0,9.364,,0,Kepler-band,,,,6273.00,140.00,-140.00,0,1.21,0.03,-0.03,0,1.35,0.01,-0.01,0,2014-05-14,Kepler
2616,Kepler-401,b,Transit,3,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,,,,,13.312,,0,Kepler-band,,,,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,Kepler
2215,Kepler-251,c,Transit,4,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,15.223,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.91,,,0,0.89,0.15,-0.15,0,2014-05-14,Kepler
2166,Kepler-235,d,Transit,4,20.06054800,0.00009900,-0.00009900,0,0.122000,,,0,,,,,,,,,,,,,,0.183,0.009,-0.009,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369.00,21.66,-22.32,0,15.954,,0,Kepler-band,,,,4255.00,100.00,-100.00,0,0.59,,,0,0.55,0.02,-0.02,0,2014-05-14,Kepler
2090,Kepler-209,b,Transit,2,16.08784500,0.00004100,-0.00004100,0,0.122000,,,0,,,,,,,,,,,,,,0.202,0.030,-0.030,0,,,,,0,1,0,1,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,,,,,13.998,,0,Kepler-band,,,,5513.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2014-05-14,Kepler
2079,Kepler-205,c,Transit,2,20.30654600,0.00003800,-0.00003800,0,0.122000,,,0,,,,,,,,,,,,,,0.146,0.011,-0.011,0,,,,,0,1,0,1,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,,,,,13.506,,0,Kepler-band,,,,4321.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,2014-05-14,Kepler
2372,Kepler-305,d,Transit,3,16.73866100,0.00014500,-0.00014500,0,0.121000,,,0,,,,,,,,,,,,,,0.242,0.037,-0.037,0,,,,,0,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,,,,,15.812,,0,Kepler-band,,,,5100.00,100.00,-100.00,0,0.76,0.13,-0.06,0,0.79,0.05,-0.05,0,2014-05-14,Kepler
800,K2-125,b,Transit,1,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,0.080000,0.161049,-0.066906,0,89.720,0.190,-0.210,0,,,,0,,0.194,0.017,-0.016,0,,,,0,0,0,1,0,13h36m34.11s,204.142120,-14d56m51.4s,-14.947603,,,,,16.122,0.068,0,V (Johnson),,,,3654.47,99.56,-92.33,0,0.49,0.05,-0.06,0,0.40,0.03,-0.03,0,2017-10-05,K2
499,HD 20794,b,Radial Velocity,4,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,90.000,,,0,0.00850,0.00090,-0.00090,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,0.02,-0.02,0,4.270,,0,V (Johnson),,,,5401.00,17.00,-17.00,0,0.70,,,0,,,,,2015-08-27,La Silla Observatory
2933,Kepler-62,d,Transit,5,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,,,,,89.700,0.300,-0.300,0,0.04400,,,1,Mass,0.174,0.006,-0.006,0,,,,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,,,0,13.725,,0,Kepler-band,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,2014-05-14,Kepler
2512,Kepler-357,c,Transit,3,16.85837000,0.00008100,-0.00008100,0,0.120000,,,0,,,,,,,,,,,,,,0.238,0.140,-0.140,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.008720,,,,,15.565,,0,Kepler-band,,,,5036.00,200.00,-200.00,0,0.78,,,0,0.83,0.49,-0.49,0,2014-05-14,Kepler
2375,Kepler-306,d,Transit,4,17.32664400,0.00013700,-0.00013700,0,0.120000,,,0,,,,,,,,,,,,,,0.220,0.021,-0.021,0,,,,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.616140,,,,,15.565,,0,Kepler-band,,,,4954.00,100.00,-100.00,0,0.82,,,0,0.72,0.04,-0.04,0,2014-05-14,Kepler
2250,Kepler-263,b,Transit,2,16.56808700,0.00006500,-0.00006500,0,0.120000,,,0,,,,,,,,,,,,,,0.238,0.129,-0.129,0,,,,,0,1,0,1,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,,,,15.391,,0,Kepler-band,,,,5265.00,200.00,-200.00,0,,,,,0.79,0.43,-0.43,0,2014-05-14,Kepler
731,HD 99492,b,Radial Velocity,1,17.04310000,0.00470000,-0.00470000,0,0.120000,0.000000,0.000000,0,0.250000,0.090000,-0.090000,0,,,,0,0.07000,0.05000,-0.05000,0,Mass,,,,0,,,,0,0,0,0,0,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,55.70,1.46,-1.46,0,7.580,,0,V (Johnson),7.191,,0,4815.00,185.00,-185.00,0,0.48,0.51,-0.51,0,0.83,0.07,-0.07,0,2018-04-26,W. M. Keck Observatory
625,HD 4308,b,Radial Velocity,1,15.56000000,0.02000000,-0.02000000,0,0.120000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.05000,0.00000,0.00000,0,Mass,,,,0,,,,0,0,0,0,0,00h44m39.27s,11.163615,-65d38m58.3s,-65.649521,21.85,0.26,-0.27,0,6.560,,0,V (Johnson),6.335,,0,5686.00,16.00,-16.00,0,0.93,0.10,-0.10,0,1.02,0.01,-0.01,0,2018-04-26,La Silla Observatory
453,HD 179079,b,Radial Velocity,1,14.47600000,0.01100000,-0.01100000,0,0.120000,0.000000,0.000000,0,0.120000,0.090000,-0.090000,0,,,,0,0.10000,0.01000,-0.01000,0,Mass,,,,0,,,,0,0,0,0,0,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,63.69,3.60,-4.06,0,7.950,,0,V (Johnson),7.728,,0,5730.00,26.00,-26.00,0,1.53,0.14,-0.14,0,1.70,0.04,-0.04,0,2018-04-26,W. M. Keck Observatory
2284,Kepler-276,b,Transit,3,14.12841000,0.00011100,-0.00011100,0,0.119000,,,0,,,,,,,,,,,,,,0.256,0.120,-0.120,0,,,,,0,1,0,1,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,,,,,15.368,,0,Kepler-band,,,,6105.00,200.00,-200.00,0,1.10,0.22,-0.14,0,1.05,0.48,-0.48,0,2014-05-14,Kepler
2054,Kepler-197,d,Transit,4,15.67756300,0.00009600,-0.00009600,0,0.119000,,,0,,,,,,,,,,,,,,0.109,0.009,-0.009,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,,,,11.811,,0,Kepler-band,,,,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,Kepler
860,K2-17,b,Transit,1,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,,,,,,,,,,,,,,0.199,0.018,-0.018,0,,,,,0,0,1,0,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,,,,,13.519,0.040,0,V (Johnson),,,,4320.00,56.00,-47.00,0,0.71,0.02,-0.05,0,0.66,0.02,-0.03,0,2015-07-16,K2
2437,Kepler-33,c,Transit,5,13.17562000,0.00014000,-0.00014000,0,0.118900,0.002500,-0.002500,0,0.000000,,,0,88.190,0.580,-1.060,0,,,,,,0.285,0.027,-0.027,0,,,,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,,,,,13.988,,0,Kepler-band,,,,5904.00,47.00,-47.00,0,1.29,0.06,-0.12,0,1.82,0.14,-0.18,0,2014-05-14,Kepler
448,HD 176986,c,Radial Velocity,2,16.81910000,0.00440000,-0.00440000,0,0.118780,0.000250,-0.000250,0,0.111000,0.080000,-0.080000,0,,,,0,0.02888,0.00305,-0.00305,0,Msini,,,,0,,,,0,0,0,0,0,19h03m05.87s,285.774475,-11d02m38.1s,-11.043926,26.40,0.70,-0.70,0,8.420,0.010,0,V (Johnson),8.072,,0,4931.00,77.00,-77.00,0,0.79,0.02,-0.02,0,0.78,0.04,-0.04,0,2017-12-21,Multiple Observatories
2627,Kepler-404,c,Transit,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,,,,,15.228,,0,Kepler-band,,,,5654.00,200.00,-200.00,0,,,,,0.88,0.33,-0.33,0,2014-05-14,Kepler
2501,Kepler-352,c,Transit,2,16.33299500,0.00027200,-0.00027200,0,0.118000,,,0,,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,0,1,0,1,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,,,,,12.957,,0,Kepler-band,,,,5212.00,100.00,-100.00,0,0.79,,,0,0.78,0.05,-0.05,0,2014-05-14,Kepler
2352,Kepler-299,d,Transit,4,15.05478600,0.00018900,-0.00018900,0,0.118000,,,0,,,,,,,,,,,,,,0.166,0.034,-0.034,0,,,,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,,,,15.017,,0,Kepler-band,,,,5617.00,112.00,-112.00,0,0.97,,,0,1.03,0.21,-0.21,0,2014-05-14,Kepler
2342,Kepler-296,d,Transit,5,19.85029100,0.00006100,-0.00005700,0,0.118000,0.020000,-0.020000,0,0.330000,,,1,,,,,,,,,,0.186,0.029,-0.029,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226.00,28.00,-18.00,0,15.921,,0,Kepler-band,,,,3740.00,130.00,-130.00,0,0.50,0.07,-0.09,0,0.48,0.07,-0.09,0,2015-09-03,Kepler
2267,Kepler-27,b,Transit,2,15.33480000,,,0,0.118000,,,0,,,,,,,,,9.11000,,,1,Mass,0.357,,,0,,,,,1,1,0,1,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,,,,15.855,,0,Kepler-band,,,,5400.00,60.00,-60.00,0,0.65,0.16,-0.16,0,0.59,0.15,-0.15,0,2014-05-14,Kepler
